Name,Price,Color,Storage,Stars,Rating Score,Display,RAM,Battery,Back Camera,Release Date,SIM Support,Phone Dimensions,Phone Weight,Operating System,Screen Size,Screen Resolution,Screen Type,Screen Protection,Internal Memory,Card Slot,Processor,GPU,Type,Front Camera,Front Flash Light,Front Video Recording,Back Flash Light,Back Video Recording,Bluetooth,3G,4G/LTE,5G,Radio,WiFi,NFC,img_URL,brand,Popularity,RepairCost,Resale_value,Parts_availability
ZTE Blade A72s,"20,499","Space Grey,Sky Blue",128GB - 4GB RAM,5,23 Ratings ,"6.75 inches, 110.0 cm2 (~84.5% screen-to-body ratio)",8 (4+4) GB,5000 mAh,Triple Camera: 50 MP + 2 MP + 2 MP,12/11/2023,"Dual SIM (Nano-SIM, dual stand-by)",168 x 77.5 x 8.6 mm (6.61 x 3.05 x 0.34 in),198 g (6.98 oz),Android 12,"6.75 inches, 110.0 cm2 (~84.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)","IPS LCD, 90Hz",no Data,128 GB,microSDXC,Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,"Li-Ion 5000 mAh, non-removable",5 MP,no Data,720p@30fps,LED flash,1080p@30fps,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/zte-blade-a72s-pakistan-priceoye-rlcao-500x500.webp,ZTE,70,6380.325576,17219.16,70
QMobile QStar,"3,999","Light Blue,Blue,Black,Sea Green",STANDARD,5,3 Ratings ,2.4,Standard,3000 mAh,Digital Camera,2/7/2024,Dual SIM,no Data,no Data,proprietary,2.4,no Data,LCD Display,no Data,Standard,Memory Support upto 32GB,no Data,no Data,3000mAh,no Data,no Data,no Data,Yes,Yes,No,no Data,no Data,no Data,FM radio,No,No,https://images.priceoye.pk/qmobile-qstar-pakistan-priceoye-82231-500x500.webp,QMobile,70,1282.758461,3399.15,40
Oppo Reno 11F 5G,"79,999","Ocean Blue,Palm Green",256GB - 8GB RAM,5,24 Ratings ,6.7 inches,8 GB,5000 mAh,64 MP + 8 MP + 2 MP,2/8/2024,"Dual SIM (Nano-SIM, dual stand-by)",6.34 x 2.94 x 0.30 in,177 g,"Android 14, ColorOS 14",6.7 inches,1080 x 2412 pixels,"AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 900 nits (HBM), 1100 nits (peak)",Panda glass,256 GB,microSDXC,Mediatek Dimensity 7050,Mali-G68 MC4,5000 mAh,32 MP,No,Max: 4K/1080P/720P@30fps; Default: 1080P@30fps; Video stabilization in 1080P@30fps,Yes,"Max: 4K@30fps, 1080P@60fps/30fps, 720P@60fps/30fps; Default: 1080P@30fps; EIS: 1080P@60fps/30fps; Slow-motion: 1080P@120fps/480fps, 720P@240fps/960fps; Time-lapse: 1080P@30fps; Dual-view video: 1080P@30fps",Yes,Yes,Yes,Yes,No,Yes,Yes,https://images.priceoye.pk/oppo-reno-11f-5g-pakistan-priceoye-pd9q9-500x500.webp,Oppo,85,14153.71538,73999.075,50
Nokia C22,"23,399","Midnight Black,Sand",128GB - 4GB RAM,5,4 Ratings ,6.5 inches,4 GB,5000 mAh,13 MP + 2 MP,2/25/2023,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",164.6 x 75.9 x 8.6 mm,190 g,Android 13 (Go edition),6.5 inches,720 x 1600 pixels,IPS LCD,Scratch-resistant glass,128,microSDXC (dedicated slot),Unisoc SC9863A,IMG8322,5000 mAh,8 MP,no Data,Yes,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No,https://images.priceoye.pk/nokia-c22-pakistan-priceoye-cw4xy-500x500.webp,Nokia,70,7243.803922,19655.16,70
Tecno Spark 10,"28,899","Meta Black,Meta Blue,Meta White,Magic Skin",128GB - 4GB RAM,5,65 Ratings ,6.6 Inches,4 GB,5000 mAh,50 MP + AI,8/1/2023,Dual SIM support,163.89 x 75.39 x 8.40 mm,no Data,Android 13 OS,6.6 Inches,720 x 1612 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",no Data,128 GB,"microSD Card, (supports up to 256GB)",2.05 Ghz Octa Core,PowerVR GE8320,5000 mAh,8 MP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/tecno-spark-10-pakistan-priceoye-ll6y0-500x500.webp,Tecno,70,8854.781423,24275.16,70
itel P17 Pro,"15,399","Galaxy Blue,Deep Gray,Silver Purple",32GB - 2GB RAM,5,53 Ratings ,5.5 inches,2 GB,4000 mAh,5 MP,9/29/2022,Dual SIM,153 x 75 x 11 mm,189 grams,Android 11 (Go Edition),5.5 inches,480 x 960 pixels,IPS LCD,no Data,32 GB,"microSD Card, (supports up to 64GB)",UniSoC SC9832E,ARM Mali T820 MP2,Non-removable Li-Po 4000mAh battery,2 MP,No,Yes,Yes,720p@30fps,Yes,Yes,No,No,Yes,Yes,No,https://images.priceoye.pk/itel-p17-pro-pakistan-priceoye-hxfis-500x500.webp,itel,70,4838.25623,12781.17,70
Samsung Galaxy A05s,"38,999","Light Violet,Black,Silver","128GB - 4GB RAM,128GB - 6GB RAM",5,5 Ratings ,6.7 Inches,4 GB,5000 mAh,50 MP + 2 MP + 2 MP,2/9/2024,Dual-SIM (Nano-SIM),168.0 x 77.8 x 8.8 mm,194 g,Android,6.7 Inches,1080 x 2400,PLS LCD,no Data,128 GB,MicroSD (Up to 1TB),"2.4GHz, 1.9GHz Octa-Core",no Data,5000 mAh,13 MP,No,Yes,Yes,FHD (1920 x 1080) @60fps,Yes,Yes,Yes,No,no Data,Yes,no Data,https://images.priceoye.pk/samsung-galaxy-a05s-pakistan-priceoye-batq6-500x500.webp,Samsung,90,7822.321923,38414.015,60
Oppo A78,"59,699","Aqua Green,Misty Black",256GB - 8GB RAM,5,21 Ratings ,6.56 Inches,8 GB,5000 mAh,50 MP,5/30/2023,"Dual Sim, Dual Standby (Nano-SIM)",no Data,no Data,Android 13 OS,6.56 Inches,1080 x 2400 Pixels,"AMOLED Capacitive Touchscreen, Multitouch",no Data,256 GB,microSDXC (dedicated slot),Snapdragon 695 5G (6 nm),Adreno 619,"(Li-Po Non removable), 5000 mAh",8 MP,No,Yes,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/oppo-a78-pakistan-priceoye-ga8hq-500x500.webp,Oppo,85,11261.33235,54624.585,80
Dcode Cygnal 3,"21,299","White,Midnight Blue,Mint,Purple",64GB - 4GB RAM,5,9 Ratings ,6.52 Inches,4 GB,5000 mAh,13 MP,8/10/2023,Dual Sim,no Data,no Data,Android 13,6.52 Inches,no Data,HD+ Waterdrop Display,no Data,64 GB,Yes,Octa-core 2.3 GHz,MediaTek Helio G37,5000 mAh,8 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,https://images.priceoye.pk/dcode-cygnal-3-pakistan-priceoye-da9cp-500x500.webp,Dcode,70,6619.49573,17891.16,70
Honor X6a,"27,199","Midnight Black,Sky Silver,Cyan Lake",128GB - 4GB RAM,5,8 Ratings ,6.56 inches,4 GB,5200 mAh,50 MP + 2 MP + 2 MP,12/19/2023,"Dual SIM (Nano-SIM, dual stand-by)",163.3 x 75.1 x 8.4 mm (6.43 x 2.96 x 0.33 in),188 g (6.63 oz),"Android 13, Magic UI 7.1",6.56 inches,720 x 1612 pixels,"TFT LCD, 90Hz",no Data,128 GB,microSDXC,Octa-core (4x2.2 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),PowerVR GE8320,"Li-Po 5200 mAh, non-removable","5 MP, f/2.2, (wide)",no Data,1080p@30fps,LED flash,1080p@30fps,Yes,Yes,Yes,no Data,No,Yes,Yes,https://images.priceoye.pk/honor-x6a-pakistan-priceoye-bfh0u-500x500.webp,Honor,70,8360.569846,22847.16,70
itel Muzik 400,"3,999","Gold,Blue",STANDARD,5,44 Ratings ,2.4 inches,No,3000 mAh,VGA,10/20/2020,"Dual Sim, Dual Standby",no Data,no Data,Featured OS,2.4 inches,240 x 320 pixels,TFT,No,no Data,Yes,No,No,3000 mAh battery,No,No,No,Yes,Yes,Yes,No,No,No,FM radio,No,No,https://images.priceoye.pk/itel-muzik-400-pakistan-priceoye-26ki8-500x500.webp,itel,70,1282.758461,3239.19,60
Sparx Neo 8 Plus,"20,599","Glitter Gold,Champagne Gold,Mystique Blue",64GB - 4GB RAM,5, 1 Ratings ,6.6 Inches,4 GB,5000 mAh,13MP + 2MP + 2MP,12/26/2023,"Dual Sim, Dual Standby (Nano-SIM)",no Data,no Data,"Android 12, OS",6.6 Inches,720 X 1600 Pixels,IPS LCD,no Data,64GB,MicroSD,Mediatek Helio,no Data,5000 MAh,5 MP,no Data,Yes,LED Flash,Panorama 1080p@30fps,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/sparx-neo-8-plus-pakistan-priceoye-vwzze-500x500.webp,Sparx,70,6410.26223,17303.16,70
Oppo Reno 11 5G,"118,699","Wave Green,Rock Grey",256GB - 12GB RAM,5,2 Ratings ,6.7 inches,12 GB,5000 mAh,50 MP + 8 MP + 32 MP,1/12/2024,"Dual SIM (Nano-SIM, dual stand-by)",162.4 x 74.3 x 8.0 mm,182 g,"Android 14, ColorOS 14",6.7 inches,1080 x 2412 pixels,3D flexible OLED,Asahi Glass AGC DT-Star2,256 GB,microSDXC,Mediatek Dimensity 7050,Mali-G68 MC4,5000 mAh,32 MP,No,"Up to 4K@30fps, defaulting to 1080P@30fps (beautification enabled by default); video stabilization in 1080P/720P@30fps; not supporting video zoom; not supporting slow motion",Yes,"4K@30fps, 1080P@60fps/30fps, 720P@60fps/30fps; Video stabilization: EIS/OIS, 4K@30fps, 1080P@60fps/30fps, 720P@60fps/30fps; Slo-mo: 1080P@120fps/480fps, 720P@240fps/960fps; Time-lapse: 1080P@30fps; Dual-view video: 1080P@30fps",Yes,Yes,Yes,Yes,no Data,Yes,Yes,https://images.priceoye.pk/oppo-reno-11-5g-pakistan-priceoye-30ovw-500x500.webp,Oppo,85,18350.47735,109796.575,50
itel A17,"9,799","Dark Blue,Lake Blue,Black",16GB - 1GB RAM,5,36 Ratings ,5.0 Inches,1 GB,2400 mAh,5 MP,9/13/2022,"Dual Sim, Dual Standby (Nano-SIM)",145.2 x 74.05 x 9.85 mm,no Data,Android 10（Go edition）,5.0 Inches,720 x 1520 Pixels,FWVGA,no Data,16 GB,microSD Card,Quad-Core 1.3GHz,SC7731E,2400 mAh,2 MP,Yes,Yes,Yes,Yes,Yes,Yes,No,No,no Data,Yes,No,https://images.priceoye.pk/itel-a17-pakistan-priceoye-fqpmt-500x500.webp,itel,70,3110.434384,8133.17,70
Faywa Diamond,"3,499","Gold,Black,Blue,Green",STANDARD,5, 1 Ratings ,no Data,Standard,1200 mAh,Smart camera,4/2/2024,Dual sim,no Data,no Data,Proprietary,no Data,no Data,no Data,no Data,Standard,Memory Card Support 16 Gb,no Data,no Data,1200 mAh Battery,No,no Data,no Data,no Data,no Data,NO,NO,no Data,No,Wireless FM Radio,No,No,https://images.priceoye.pk/faywamobile-diamond-pakistan-priceoye-s6t93-500x500.webp,Faywa,70,1123.382884,2974.15,40
itel A70 Pro,"22,599","Brilliant Gold,Stylish Black,Field Green,Azure Blue",256GB - 4GB RAM,5,9 Ratings ,6.6 inches,4GB+8GB Extended Ram,5000 mAh,Dual :13MP + 0.08 MP,1/23/2024,"Dual SIM + Micro Sim, dual stand-by",no Data,no Data,Android 13 Go,6.6 inches,720 x 1612 pixels,IPS LCD,no Data,256 GB,MicroSD Card,Octa Core,Mali-G57,5000 mAh,8MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,no Data,Yes,Yes,no Data,https://images.priceoye.pk/itel-a70-pro-pakistan-priceoye-wwmhj-500x500.webp,itel,70,7006.57223,19209.15,40
Vivo Y27s,"42,699","Burgundy Black,Green",128GB - 8GB RAM,5,15 Ratings ,6.64 Inches,8 GB,5000 mAh,50 MP + 2 MP,11/7/2023,"Dual SIM (Nano-SIM, dual stand-by)",164.1 x 76.2 x 8.2 mm,192 g,"Android 13, Funtouch 13",6.64 Inches,1080 x 2388 Pixels,"IPS LCD, 90Hz, 650 nits (peak)",no Data,128 GB,microSDXC (dedicated slot),Qualcomm SM6225 Snapdragon 680 4G,Adreno 610,5000 mAh,8 MP,no Data,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,No,Yes,Yes (market/region dependent),https://images.priceoye.pk/vivo-y27s-pakistan-priceoye-fk7s7-500x500.webp,Vivo,85,8473.31273,39069.585,80
VGO TEL New 7,"6,499","Grey,Gradational Blue,Gradational Green,Gradational Red,Gradational Black",16GB - 1GB RAM,5,31 Ratings ,5.0 Inches,1 GB,2000 mAh,5 MP,11/10/2021,Dual SIM,no Data,no Data,Android 8.1 (Go Edition),5.0 Inches,no Data,IPS LCD Display,no Data,16 GB,microSD (Supports upto 32GB),no Data,no Data,Li-Po 2000 mAh,2 MP,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,https://images.priceoye.pk/vgo-tel-new-7-pakistan-priceoye-sr1hg-500x500.webp,VGO,70,2075.309423,5329.18,70
Sparx Neo 8,"24,299","Blue Breeze,Zen Green",128GB - 4GB RAM,5, 1 Ratings ,6.56 Inches,4 GB,5000 mAh,13 MP + CIF + CIF,9/12/2023,"Dual Sim, Dual Standby (Nano-SIM)",no Data,no Data,Android 12,6.56 Inches,720 x 1600 Pixels,HD IPS Infinity Display,no Data,128 GB,Yes,2.0 GHz Octa Core,PowerVR,5000 mAh,8 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/sparx-neo-8-pakistan-priceoye-kkkb0-500x500.webp,Sparx,70,7509.806884,20411.16,70
Infinix Smart 6,"29,299","Purple,Quetzal Cyan,Light Sea Green,Midnight Black,Heart Of Ocean","32GB - 2GB RAM,64GB - 3GB RAM",5,89 Ratings ,6.6 inches,2/3 GB,5000 mAh,8 MP AF + 0.8 MP,8/20/2020,"Dual SIM (Nano-SIM, dual stand-by)",no Data,no Data,Android 11.0 (Go edition),6.6 inches,720 x 1600 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",no Data,32/64 GB,MICRO SD UP TO 512GB,Unisoc SC9863A (28nm),IMG8322,"(Li-Po Non removable), 5000 mAh",5 MP,Yes,720p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/infinix-smart-6-pakistan-priceoye-egw85-500x500.webp,Infinix,85,6040.681884,25929.615,70
Vivo Y36,"51,299","Meteor Black,Vibrant Gold,Glitter Aqua","128GB - 8GB RAM,256GB - 8GB RAM",5,13 Ratings ,6.64 Inches,8 GB,5000 mAh,50 MP + 2 MP + 2 MP,5/27/2023,"Dual SIM (Nano-SIM, dual stand-by)",164.06 × 76.17 × 8.07 mm,202 g,"Android 13, Funtouch 13",6.64 Inches,1080 x 2388 pixels,"IPS LCD, 90Hz, 650 nits (peak)",no Data,128 GB,microSDXC (dedicated slot),2.4 Ghz Octa Core,Adreno 610,"Li-Po 5000 mAh, non-removable",16 MP,No,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,Yes (market/region dependent),https://images.priceoye.pk/vivo-y36-pakistan-priceoye-9j1ni-500x500.webp,Vivo,85,9925.399576,46938.585,80
Dcode Cygnal 3 Lite,"17,099","Morning Blue,Purple,Mint Green,Gunmetal Gray",64GB - 4GB RAM,5,10 Ratings ,6.56 Inches,4 GB,5000 mAh,13 MP Triple Al,10/23/2023,Dual SIM Dual Standby,164.5 x 76 x 9.1 mm,no Data,Android 13,6.56 Inches,1612 x 720,HD+ IPS Drop Notch,no Data,64 GB,Yes,Octa Core,no Data,5000 mAh,5 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/dcode-cygnal-3-lite-pakistan-priceoye-xaoac-500x500.webp,Dcode,70,5355.613961,14363.16,70
Sparx Neo 8 Pro,"21,499","Glitter Gold,Champagne Gold","128GB - 6GB RAM,128GB - 4GB RAM",5,2 Ratings ,6.745 Inches,4 GB,5000 mAh,13M + 2 AF,1/3/2024,Dual SIM,167.64x77.37x7.95mm,no Data,Android S 12,6.745 Inches,no Data,no Data,no Data,128 GB,no Data,"Octa Core, UNISOC T606",no Data,5000mAh,8MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,no Data,no Data,Yes,No,https://images.priceoye.pk/neo-8-pro-pakistan-priceoye-wykg9-500x500.webp,Sparx,70,6679.172884,18274.15,40
Vivo Y17s,"30,499","Purple,Forest Green,Diamond Orange","128GB - 6GB RAM,128GB - 4GB RAM",5,104 Ratings ,6.56 Inches,6 GB,5000 mAh,50 MP + 2 MP,9/18/2023,"Dual SIM (Nano-SIM, dual stand-by)",163.7 x 75.4 x 8.1 mm,186 g,"Android 13, Funtouch 13",6.56 Inches,720 x 1612 Pixels,"IPS LCD, 700 nits (peak)",no Data,128 GB,microSDXC (dedicated slot),Mediatek MT6769 Helio G85 Octa-core,Mali-G52 MC2,5000 mAh,8 MP,no Data,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No,https://images.priceoye.pk/vivo-y17s-pakistan-priceoye-58x81-500x500.webp,Vivo,85,6266.975576,27906.585,80
Nokia 130,"5,499","Black,Gray,Red",STANDARD,5,23 Ratings ,1.8 inches,4MB,1020 mAh,VGA,9/1/2014,Single Sim,111.5 x 48.4 x 14.2 mm,68.6 g,S30+,1.8 inches,160 x 120 pixels,"TFT, 65K colors",Corning Gorilla Glass,4MB,microSDHC (dedicated slot),No,no Data,Removable Li-Ion 1020 mAh battery (BL-5C),No,No,No,No,Yes,Yes,No,No,No,FM radio,Yes,No,https://images.priceoye.pk/nokia-130-pakistan-priceoye-83wpb-500x500.webp,Nokia,70,1759.154423,4124.25,40
Oppo A38,"33,299","Glowing Black,Glowing Gold",128GB - 6GB RAM,5,8 Ratings ,6.56 Inches,6 GB,5000 mAh,"Dual Camera: 50 MP, f/1.8, (wide), PDAF + 2 MP, f/2.4, (depth)",12/6/2023,"Dual Sim, Dual Standby (Nano-SIM)",163.7 x 75 x 8.2 mm,190 g,Android 13 OS,6.56 Inches,720 x 1612 Pixels (~269 PPI),IPS LCD Capacitive Touchscreen,no Data,128 GB,microSDXC,Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55),Mali-G52 MC2,"(Li-Po Non removable), 5000 mAh",5 MP,no Data,Video (1080p@30fps,LED Flash,Video (1080p@30fps),Yes,Yes,Yes,no Data,Yes,Yes,No,https://images.priceoye.pk/oppo-a38-pakistan-priceoye-1fc2g-500x500.webp,Oppo,85,6788.532653,30468.585,80
Sparx Neo 7 Ultra,"22,899","Yellow,Aqua Blue,Golden Haze,Skyline Blue,Luxury Gold,Moon White","128GB - 6GB RAM,128GB - 8GB RAM",5,135 Ratings ,6.52 inches,6 GB,5000 mAh,50 MP,6/12/2023,"Dual Sim, Dual Standby",164.6x75.8x9.2 mm,no Data,Android 12,6.52 inches,720 x 1600 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",no Data,128 GB,Yes,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),MediaTek Helio G25 (12 nm) GPU PowerVR GE8320,5000 mAh,13 MP,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/sparx-neo-7-ultra-pakistan-priceoye-8fxyz-500x500.webp,Sparx,70,7095.620653,19235.16,70
Jazz Digit Energy 4G,"7,299","Black,Blue,Red,Denim",8GB - 1GB RAM,5,67 Ratings ,2.8 inches (touch screen),1 GB,3000 mAh,Smart Camera,10/6/2022,Dual SIM,no Data,no Data,Digit OS (Android 8.1),2.8 inches (touch screen),no Data,no Data,no Data,8 GB,TF-Card (up to 32GB),no Data,no Data,3000 mAh,Smart Camera,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/jazz-digit-energy-4g-pakistan-priceoye-gt3wd-500x500.webp,Jazz,70,2327.402653,6058.17,70
Sparx Neo 11,"23,549","Dreamy Blue,Forest Green",128GB - 4GB RAM,5, 1 Ratings ,6.52 inches,4GB RAM,5000 mAh,50MP,12/4/2023,"Dual SIM (Nano-SIM, dual stand-by)",164.6x75.8x9.2 mm,no Data,Android 12,6.52 inches,720 x 1600 pixels,IPS LCD,Corning Gorilla Glass,128GB,MicroSD Card (support up to 128GB),Octa core,PowerVR GE8320,Non-removable Li-Po 5000mAh,13MP,no Data,panorama Video 1080p@30fps,LED flash,"HDR, panorama Video 1080p@30fps",Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/sparx-neo-11-pakistan-priceoye-8c1y3-500x500.webp,Sparx,70,7288.202653,19781.16,70
Samsung Galaxy S24 Ultra,"399,999","Titanium Grey,Titanium Black,Titanium Violet,Titanium Yellow",512GB - 12GB RAM,5,20 Ratings ,6.8 Inches,12 GB,5000 mAh,200 MP + 50 MP + 12 MP + 10 MP,1/19/2024,Dual-SIM (SIM 1 + SIM 2 / SIM 1 + eSIM / Dual eSIM),162.3 x 79.0 x 8.6,232g,Android,6.8 Inches,3120 x 1440 (Quad HD+),Dynamic AMOLED 2X,no Data,512GB,no Data,Octa-Core,no Data,5000 mAh,12 MP,no Data,Yes,Yes,UHD 8K (7680 x 4320) @30fps,Yes,Yes,Yes,Yes,no Data,Yes,Yes,https://images.priceoye.pk/samsung-galaxy-s24-ultra-pakistan-priceoye-tvwsj-500x500.webp,Samsung,90,19999.95,393999.015,60
Realme C53,"30,499","Champion Gold,Mighty Black",128GB - 6GB RAM,5,58 Ratings ,6.74 Inches,6 GB,5000 mAh,50 MP + 0.3 MP,5/31/2023,"Dual SIM (Nano-SIM, dual stand-by)",167.3 x 76.7 x 7.5 mm,182 g,"Android 13, Realme UI T",6.74 Inches,1080 x 2400 Pixels,"IPS LCD, 90Hz, 560 nits (peak)",Panda Glass,128 GB,microSDXC (dedicated slot),Unisoc Tiger T612,Mali-G57,5000 mAh,8 MP,No,720p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,no Data,Unspecified,Yes,No,https://images.priceoye.pk/realme-c53-pakistan-priceoye-a5lii-500x500.webp,Realme,70,9316.875576,25619.16,70
Tecno Spark 20 Pro,"38,599","Moonlit Black,Frosty Ivry,Sunset Blush,Magic Skin 2.0 Green",256GB - 8GB RAM,5,2 Ratings ,6.78 inches,8GB,5000 mAh,"108 MP, f/1.8, (wide), 1/1.67",12/20/2023,"Dual SIM (Nano-SIM, dual stand-by)",168.6 x 76.6 x 8.4 mm (6.64 x 3.02 x 0.33 in),no Data,Android 13,6.78 inches,1080 x 2460 pixels,"IPS LCD, 120Hz",no Data,256 GB,microSDXC,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,"5000 mAh, non-removable",32 MP,Dual-LED flash,1080p@30fps,Quad-LED flash,"1440p@30fps, 1080p@30fps",Yes,Yes,Yes,no Data,Yes,Yes,Yes,https://images.priceoye.pk/tecno-spark-20-pro-pakistan-priceoye-tfxnx-500x500.webp,Tecno,70,11610.89838,32423.16,70
Nokia 106 2023,"4,199","Charcoal,Red,Green",no Data,5,56 Ratings ,1.8 Inches,Standard,1000 mAh,no Data,1/9/2024,Dual Sim,121.5 x 50 x 14.4 mm,74.2 g,proprietary,1.8 Inches,120 x 160 Pixels,IPS LCD,no Data,Standard,Yes,no Data,no Data,1000 mAh,no Data,no Data,no Data,Yes,no Data,No,No,No,No,Yes,No,No,https://images.priceoye.pk/nokia-106-2023-pakistan-priceoye-kjeqb-500x500.webp,Nokia,70,1346.427923,3569.15,40
VGO TEL Note 23,"25,949","Green,Black,Dark Blue",256GB - 8GB RAM,5,140 Ratings ,6.78 Inches,8 GB + 8 GB Extended,5000 mAh,50 MP Triple Ai,11/14/2023,Dual Sim,no Data,no Data,Android,6.78 Inches,1080 x 460,FHD+,no Data,256 GB,no Data,MediaTek Helio G99 6nm,no Data,5000 mAh,16 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,no Data,https://images.priceoye.pk/vgo-tel-note-23-pakistan-priceoye-1f2vw-500x500.webp,VGO,70,7995.051576,21797.16,70
Samsung Galaxy A15,"50,499","Blue Black,Light Blue,Yellow","128GB - 6GB RAM,256GB - 8GB RAM",5,27 Ratings ,6.5 Inches,6/ 8 GB,5000 mAh,50 MP + 5 MP + 2 MP,12/11/2023,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",160.1 x 76.8 x 8.4 mm,200 g,"Android 14, One UI 6",6.5 Inches,1080 x 2340 Pixels,"Super AMOLED, 90Hz, 800 nits (HBM)",no Data,128/ 256 GB,microSDXC (uses shared SIM slot),Mediatek Helio G99,Mali-G57 MC2,5000 mAh,13 MP,no Data,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio (market/region dependent),Yes,Yes (market/region dependent),https://images.priceoye.pk/samsung-galaxy-a15-pakistan-priceoye-32bm9-500x500.webp,Samsung,90,9793.92173,49236.525,90
Itel A60s,"21,904","Glacier Green,Sunshine Gold,Shadow Black",128GB - 4GB RAM,5,118 Ratings ,6.6 Inches,64/ 128 GB,5000 mAh,8 MP + AI Cam,8/23/2023,"Dual Sim, Dual Standby (Nano-SIM)",no Data,no Data,Android 12 OS,6.6 Inches,720 x 1612 Pixels,IPS LCD,no Data,4/ 8 GB,"microSD Card, (supports up to 128GB)",no Data,no Data,5000 mAh,5 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,no Data,Yes,No,https://images.priceoye.pk/itel-a60s-pakistan-priceoye-lhy4w-500x500.webp,Itel,70,6799.87776,18399.36,70
Sparx Neo 7 Plus,"18,549","Black,Blue,Mint Magic,Lavender Light",64GB - 4GB RAM,5,29 Ratings ,6.56 Inches,4 GB,5000 mAh,13 MP + 0.08 MP,8/8/2023,Dual SIM support,168 x 77.7 x 9.2 mm,no Data,Android 12 (Go edition),6.56 Inches,720 x 1600 pixels,"IPS LCD capacitive touchscreen, 16M colors",no Data,64 GB,MicroSD card support up to 128GB,Octa-core Processor,no Data,5000 mAh,8 MP,no Data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,https://images.priceoye.pk/sparx-neo-7-plus-pakistan-priceoye-acfm0-500x500.webp,Sparx,70,5794.254576,15581.16,70
Motorola Moto G23,"33,599","Matte Charcoal,Pearl White,Steel Blue",128GB - 8GB RAM,5,19 Ratings ,6.5 Inches,8 GB,5000 mAh,50 MP + 5 MP + 2 MP,1/24/2023,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",162.7 x 74.7 x 8.2 mm,184.3 g,Android 13,6.5 Inches,720 x 1600 Pixels,"IPS LCD, 90Hz, 400 nits (peak)",Panda glass,128 GB,Yes,Mediatek MT6769Z Helio G85,Mali-G52 MC2,5000 mAh,16 MP,No,1080p@30fps,Yes,1080p@30fps,Yes,Yes,Yes,no Data,FM radio,Yes,Yes (market/region dependent),https://images.priceoye.pk/motorola-moto-g23-pakistan-priceoye-fkuhw-500x500.webp,Motorola,70,10203.77723,28223.16,70
